"","buyer_id","orderdate","buyer_age","buyer_gender","buyer_annual_income","shop","packaging","city","article_group","article","article_price","recipient_age","recipient_gender","recipient_relation"
"1002","402",2017-05-19 05:12:23,36,"male",34000,"online","no","Paderborn","clothes","Jeans",158.99,49,"male","friend"
"1003","1026",2017-08-15 03:18:56,56,"male",37500,"online","yes","Köln","toys","Lego",158.99,48,"female","friend"
"1004","974",2017-10-25 16:22:40,54,"female",48500,"online","yes","Bielefeld","clothes","Socks",158.99,4,"other","undefined"
"1005","371",2017-11-19 16:02:41,35,"male",36500,"store","no","Osnabrück","tickets","Comedy",158.99,41,"female","friend"
"1006","1206",2017-12-11 21:05:48,62,"female",41000,"online","no","Düsseldorf","clothes","Shoes",158.99,41,"other","undefined"
"1007","1436",2017-12-17 16:20:48,74,"male",52000,"store","yes","Düsseldorf","toys","Lego",158.99,55,"female","friend"
"1008","873",2017-06-12 19:08:17,51,"female",43500,"online","no","Paderborn","toys","Lego",159.99,46,"female","girlfriend"
"1009","1057",2017-06-20 06:49:40,57,"female",44000,"online","yes","Köln","clothes","Shirt",159.99,42,"male","cousin"
"1010","1482",2017-07-14 03:41:51,77,"female",73000,"online","yes","Hannover","toys","Computer and Console game",159.99,43,"male","friend"
"1011","1158",2017-07-24 07:00:31,60,"female",54500,"online","no","Hannover","toys","Lego",159.99,36,"female","daughter"
"1012","1343",2017-10-18 22:06:08,68,"male",49500,"online","yes","Düsseldorf","tickets","Comedy",159.99,38,"female","daughter"
"1013","342",2017-12-17 10:50:40,34,"male",40500,"store","yes","Düsseldorf","toys","Lego",159.99,67,"female","friend"
"1014","343",2017-02-04 20:37:09,34,"female",41000,"online","no","Köln","toys","Barbie",160.99,69,"female","mother"
"1015","1385",2017-09-10 11:41:09,70,"male",75500,"online","no","Osnabrück","toys","Barbie",160.99,29,"female","daughter"
"1016","410",2017-09-12 07:17:26,36,"female",41500,"online","yes","Hannover","toys","Lego",160.99,36,"female","sister"
"1017","1372",2017-12-09 14:23:31,69,"male",80500,"store","yes","Münster","toys","Barbie",160.99,67,"male","brother"
"1018","622",2017-12-17 19:07:09,43,"male",38500,"store","yes","Münster","toys","Lego",160.99,45,"male","brother"
"1019","1201",2017-01-24 21:20:07,61,"female",76000,"online","yes","Münster","toys","Barbie",161.99,59,"male","boyfriend"
"1020","421",2017-07-03 04:36:29,36,"male",54000,"online","yes","Köln","toys","Barbie",161.99,69,"female","mother"
"1021","1031",2017-11-10 16:41:23,56,"female",45000,"online","yes","Osnabrück","clothes","Shoes",161.99,46,"male","cousin"
"1022","1460",2017-12-11 08:18:30,75,"female",68500,"store","no","Düsseldorf","toys","Lego",161.99,46,"female","daughter"
"1023","1133",2017-12-20 14:26:40,59,"female",62500,"store","yes","Düsseldorf","toys","Lego",161.99,61,"male","boyfriend"
"1024","418",2017-12-24 13:38:52,36,"male",47500,"store","yes","Osnabrück","clothes","Shoes",161.99,68,"male","uncle"
"1025","103",2017-02-14 07:37:53,24,"female",36500,"online","no","Köln","toys","Barbie",162.99,37,"male","friend"
"1026","1505",2017-02-18 05:01:10,80,"female",49500,"online","yes","Dortmund","toys","Lego",162.99,62,"female","other"
"1027","566",2017-05-13 12:56:05,41,"male",46500,"store","yes","Münster","toys","Lego",162.99,25,"female","cousin"
"1028","661",2017-05-21 04:03:29,44,"female",43000,"online","no","Gelsenkirchen","toys","Lego",162.99,79,"male","father"
"1029","527",2017-12-04 11:53:31,40,"female",38000,"store","yes","Düsseldorf","toys","Barbie",162.99,61,"female","aunt"
"1030","890",2017-02-03 15:03:48,51,"female",59000,"online","no","Köln","toys","Lego",163.99,40,"female","sister"
"1031","687",2017-02-20 12:14:01,45,"female",41500,"online","no","Münster","toys","Lego",163.99,23,"female","friend"
"1032","42",2017-11-11 16:12:19,21,"male",31000,"store","yes","Düsseldorf","tickets","Comedy",163.99,37,"female","cousin"
"1033","753",2017-12-16 16:00:51,47,"female",46000,"store","no","Düsseldorf","clothes","Other clothes",163.99,37,"female","friend"
"1034","1069",2017-11-14 09:25:23,57,"male",55000,"online","no","Paderborn","toys","Lego",164.99,45,"female","friend"
"1035","810",2017-11-22 19:02:00,49,"female",47500,"store","yes","Düsseldorf","toys","Other toys",164.99,59,"male","brother"
"1036","1032",2017-12-11 16:14:44,56,"male",46000,"store","yes","Düsseldorf","toys","Lego",164.99,28,"female","niece"
"1037","262",2017-01-20 11:01:06,31,"other",35000,"online","no","Bielefeld","toys","Computer and Console game",165.99,36,"male","undefined"
"1038","195",2017-02-15 11:38:59,28,"female",37000,"store","no","Düsseldorf","toys","Computer and Console game",165.99,54,"female","mother"
"1039","304",2017-05-16 00:21:17,33,"female",26000,"online","no","Dortmund","tickets","Comedy",165.99,36,"female","friend"
"1040","1122",2017-10-12 13:06:35,59,"female",49500,"store","yes","Münster","clothes","Shoes",165.99,61,"female","friend"
"1041","344",2017-11-12 06:22:01,34,"male",41500,"online","yes","Hannover","clothes","Shirt",165.99,56,"female","mother"
"1042","1379",2017-11-14 16:47:33,70,"male",60000,"store","yes","Hannover","toys","Lego",165.99,53,"male","brother"
"1043","809",2017-12-23 13:40:53,49,"male",47000,"online","yes","Paderborn","toys","Lego",165.99,18,"male","friend"
"1044","887",2017-01-13 15:41:40,51,"female",57500,"store","no","Münster","clothes","Jeans",166.99,78,"female","mother"
"1045","6",2017-01-14 04:29:44,19,"female",31500,"online","yes","Köln","toys","Board game",166.99,25,"other","undefined"
"1046","600",2017-02-15 14:14:38,42,"male",41500,"store","yes","Düsseldorf","toys","Computer and Console game",166.99,27,"male","friend"
"1047","693",2017-08-06 18:19:09,45,"male",50000,"online","yes","Münster","toys","Barbie",166.99,24,"male","son"
"1048","290",2017-11-14 19:15:12,32,"female",37000,"store","no","Düsseldorf","tickets","Festival",166.99,47,"female","cousin"
"1049","754",2017-11-19 12:54:46,47,"male",46500,"store","yes","Münster","toys","Barbie",166.99,17,"male","son"
"1050","54",2017-12-15 12:35:47,22,"female",29000,"store","no","Osnabrück","clothes","Shoes",166.99,57,"male","uncle"
"1051","414",2017-12-15 14:37:27,36,"female",45000,"online","no","Münster","toys","Computer and Console game",166.99,26,"male","brother"
"1052","859",2017-02-11 17:48:57,50,"female",68000,"online","no","Düsseldorf","toys","Lego",167.99,43,"female","sister"
"1053","775",2017-02-20 02:12:38,48,"female",36500,"online","no","Bielefeld","clothes","Shirt",167.99,52,"male","husband"
"1054","1134",2017-05-18 23:19:08,59,"male",63000,"online","no","Düsseldorf","toys","Lego",167.99,30,"female","daughter"
"1055","201",2017-06-19 00:38:47,28,"male",45500,"online","yes","Dortmund","toys","Lego",167.99,8,"male","son"
"1056","316",2017-11-25 10:00:32,33,"female",40000,"online","no","Hannover","toys","Computer and Console game",167.99,64,"male","uncle"
"1057","613",2017-12-11 10:22:31,42,"female",58000,"store","no","Düsseldorf","toys","Computer and Console game",167.99,43,"male","husband"
"1058","1141",2017-12-21 05:22:23,59,"other",76000,"online","no","Essen","toys","Board game",167.99,33,"other","undefined"
"1059","250",2017-12-21 15:13:03,30,"male",47500,"store","yes","Münster","toys","Other toys",167.99,3,"male","son"
"1060","152",2017-01-18 14:13:27,26,"male",37000,"online","no","Osnabrück","toys","Lego",168.99,48,"female","mother"
"1061","151",2017-02-09 17:07:21,26,"male",36500,"store","yes","Münster","clothes","Socks",168.99,48,"male","uncle"
"1062","377",2017-02-12 10:41:54,35,"female",41500,"online","no","Gelsenkirchen","toys","Barbie",168.99,90,"male","father"
"1063","611",2017-02-16 11:34:37,42,"female",55000,"online","no","Münster","tickets","Festival",168.99,73,"male","uncle"
"1064","1339",2017-08-12 20:35:33,67,"female",85500,"online","yes","Essen","tickets","Concert",168.99,11,"male","son"
"1065","1450",2017-11-09 13:24:34,75,"male",48500,"store","yes","Münster","clothes","Shoes",168.99,33,"male","son"
"1066","1552",2017-12-01 12:26:20,88,"female",79000,"store","yes","Münster","tickets","Festival",168.99,39,"female","niece"
"1067","668",2017-02-21 11:19:13,44,"other",49500,"online","no","Paderborn","toys","Lego",169.99,52,"male","undefined"
"1068","1185",2017-03-08 18:30:13,61,"female",53500,"store","yes","Hannover","toys","Other toys",169.99,47,"female","friend"
"1069","217",2017-04-10 02:14:30,29,"female",38500,"online","no","Hannover","toys","Lego",169.99,37,"other","undefined"
"1070","1308",2017-07-15 18:14:37,66,"female",61500,"online","yes","Bielefeld","toys","Lego",169.99,42,"female","friend"
"1071","1319",2017-07-19 11:21:00,67,"female",47500,"online","yes","Osnabrück","toys","Computer and Console game",169.99,30,"male","nephew"
"1072","1258",2017-10-04 15:31:11,64,"female",39500,"online","no","Osnabrück","clothes","Shirt",169.99,51,"male","friend"
"1073","1089",2017-10-13 08:13:22,58,"female",41500,"store","no","Osnabrück","clothes","Shoes",169.99,60,"female","friend"
"1074","428",2017-11-12 18:03:48,37,"female",32500,"store","no","Düsseldorf","tickets","Comedy",169.99,66,"male","father"
"1075","321",2017-12-13 09:39:29,33,"female",45500,"store","no","Münster","clothes","Jeans",169.99,33,"male","husband"
"1076","1128",2017-12-17 13:17:36,59,"male",57500,"store","yes","Hannover","toys","Other toys",169.99,71,"female","friend"
"1077","712",2017-01-15 14:20:01,46,"female",40500,"online","yes","Münster","toys","Computer and Console game",170.99,22,"female","niece"
"1078","183",2017-01-20 01:27:28,27,"female",46000,"online","no","Osnabrück","clothes","Other clothes",170.99,58,"female","mother"
"1079","1325",2017-02-14 19:15:06,67,"female",60000,"online","no","Paderborn","toys","Barbie",170.99,28,"male","son"
"1080","652",2017-03-15 11:44:15,43,"female",69000,"store","no","Osnabrück","clothes","Shirt",170.99,59,"other","undefined"
"1081","1458",2017-07-11 15:04:50,75,"female",60500,"online","no","Essen","tickets","Comedy",170.99,22,"male","nephew"
"1082","16",2017-07-13 00:50:10,19,"female",41000,"online","yes","Osnabrück","clothes","Shirt",170.99,27,"male","cousin"
"1083","827",2017-11-09 12:27:30,49,"female",66000,"store","no","Münster","toys","Lego",170.99,41,"male","brother"
"1084","545",2017-12-08 14:23:51,40,"female",57000,"store","no","Düsseldorf","toys","Board game",170.99,16,"male","nephew"
"1085","908",2017-12-09 22:25:06,52,"male",44000,"online","yes","Hannover","toys","Lego",170.99,25,"male","son"
"1086","1297",2017-12-13 08:04:59,66,"female",46500,"online","no","Hannover","toys","Lego",170.99,48,"male","other"
"1087","939",2017-02-06 23:05:29,53,"male",46500,"online","yes","Bielefeld","toys","Computer and Console game",171.99,29,"male","friend"
"1088","414",2017-02-10 14:46:16,36,"female",45000,"store","yes","Düsseldorf","toys","Board game",171.99,30,"female","sister"
"1089","1215",2017-02-20 03:27:07,62,"female",52000,"online","yes","Düsseldorf","toys","Barbie",171.99,55,"female","sister"
"1090","192",2017-04-13 09:28:46,28,"male",35000,"online","yes","Dortmund","tickets","Comedy",171.99,23,"female","girlfriend"
"1091","166",2017-11-11 13:34:47,26,"female",59500,"store","no","Münster","toys","Other toys",171.99,86,"other","undefined"
"1092","1070",2017-11-17 14:58:57,57,"other",55500,"online","yes","Paderborn","tickets","Comedy",171.99,73,"female","undefined"
"1093","473",2017-12-03 18:35:21,38,"female",45500,"store","yes","Münster","toys","Lego",171.99,46,"female","sister"
"1094","70",2017-12-14 16:45:23,22,"female",48500,"store","no","Düsseldorf","toys","Computer and Console game",171.99,33,"male","cousin"
"1095","1477",2017-12-19 15:32:53,77,"female",50000,"store","no","Münster","toys","Lego",171.99,74,"female","girlfriend"
"1096","442",2017-02-11 18:44:45,37,"female",46000,"online","yes","Münster","clothes","Shoes",172.99,54,"male","cousin"
"1097","793",2017-02-13 15:31:44,48,"female",53500,"store","yes","Hannover","clothes","Jeans",172.99,70,"male","father"
"1098","1273",2017-03-01 02:30:44,64,"female",73500,"online","no","Münster","toys","Barbie",172.99,58,"female","friend"
"1099","1288",2017-05-08 07:08:00,65,"male",70500,"online","yes","Düsseldorf","toys","Computer and Console game",172.99,30,"female","niece"
"1100","1268",2017-09-15 22:52:01,64,"male",63000,"online","yes","Osnabrück","tickets","Opera",172.99,38,"female","friend"
"1101","495",2017-12-10 14:15:22,39,"male",38000,"store","no","Münster","tickets","Comedy",172.99,30,"male","brother"
"1102","316",2017-12-13 19:41:28,33,"female",40000,"store","yes","Münster","clothes","Shirt",172.99,63,"male","uncle"
"1103","238",2017-12-21 15:50:54,30,"male",33500,"store","yes","Düsseldorf","clothes","Socks",172.99,3,"female","friend"
"1104","696",2017-02-08 14:15:23,45,"female",56000,"store","no","Düsseldorf","toys","Barbie",173.99,39,"male","brother"
"1105","48",2017-02-21 10:20:35,21,"female",39000,"store","yes","Osnabrück","clothes","Shirt",173.99,60,"female","aunt"
"1106","1235",2017-06-17 23:28:48,62,"male",74000,"online","yes","Münster","tickets","Festival",173.99,51,"female","friend"
"1107","1312",2017-09-07 20:11:15,66,"female",68000,"online","no","Osnabrück","tickets","Comedy",173.99,11,"female","daughter"
"1108","886",2017-12-12 13:50:48,51,"male",56000,"store","yes","Münster","clothes","Tie",173.99,53,"female","friend"
"1109","1332",2017-12-14 19:59:50,67,"female",68000,"online","no","Gelsenkirchen","tickets","Concert",173.99,33,"other","undefined"
"1110","702",2017-01-19 16:45:50,45,"male",75000,"online","no","Hannover","toys","Computer and Console game",174.99,58,"female","friend"
"1111","695",2017-04-18 08:27:52,45,"female",54000,"online","no","Osnabrück","tickets","Other tickets",174.99,55,"female","sister"
"1112","817",2017-06-14 18:11:54,49,"female",53500,"store","yes","Münster","toys","Lego",174.99,57,"male","brother"
"1113","957",2017-01-14 00:23:54,53,"male",64000,"online","yes","Düsseldorf","tickets","Comedy",175.99,66,"female","friend"
"1114","1366",2017-02-16 11:59:21,69,"female",63500,"online","yes","Bielefeld","clothes","Other clothes",175.99,54,"male","friend"
"1115","407",2017-07-11 09:45:06,36,"male",39000,"online","yes","Osnabrück","toys","Lego",175.99,19,"female","friend"
"1116","126",2017-07-15 13:16:50,25,"female",36500,"store","no","Düsseldorf","toys","Lego",175.99,48,"female","aunt"
"1117","1453",2017-07-16 05:12:54,75,"female",54000,"online","yes","Paderborn","clothes","Shirt",175.99,44,"female","daughter"
"1118","120",2017-07-19 12:18:15,25,"male",30500,"online","no","Bielefeld","tickets","Comedy",175.99,66,"male","father"
"1119","47",2017-08-17 12:15:18,21,"female",37500,"online","yes","Köln","clothes","Jeans",175.99,70,"male","uncle"
"1120","173",2017-11-14 13:44:10,27,"female",35000,"online","no","Düsseldorf","toys","Computer and Console game",175.99,68,"female","aunt"
"1121","1542",2017-12-15 09:48:02,86,"male",55000,"store","no","Münster","tickets","Concert",175.99,67,"female","daughter"
"1122","445",2017-12-20 08:45:19,37,"female",50000,"store","no","Münster","toys","Computer and Console game",175.99,82,"female","aunt"
"1123","837",2017-02-14 11:45:18,50,"male",41500,"store","yes","Münster","toys","Barbie",176.99,43,"male","brother"
"1124","1415",2017-02-21 22:55:43,72,"male",61500,"online","yes","Gelsenkirchen","tickets","Comedy",176.99,55,"male","friend"
"1125","620",2017-04-17 17:31:25,43,"female",37500,"store","yes","Düsseldorf","clothes","Shoes",176.99,44,"male","brother"
"1126","272",2017-05-28 06:15:06,31,"female",41500,"online","no","Düsseldorf","tickets","Comedy",176.99,27,"female","sister"
"1127","1321",2017-06-18 12:02:29,67,"male",51000,"online","yes","Paderborn","tickets","Comedy",176.99,19,"male","friend"
"1128","1188",2017-12-12 05:09:38,61,"female",56500,"online","yes","Dortmund","tickets","Comedy",176.99,65,"male","boyfriend"
"1129","315",2017-12-16 13:52:23,33,"female",39000,"store","yes","Münster","toys","Lego",176.99,51,"female","other"
"1130","547",2017-12-16 14:42:45,40,"male",58000,"store","yes","Düsseldorf","clothes","Shirt",176.99,48,"female","friend"
"1131","880",2017-12-18 15:43:01,51,"female",51000,"store","no","Osnabrück","tickets","Festival",176.99,89,"female","mother"
"1132","474",2017-12-18 19:55:44,38,"male",46000,"store","yes","Osnabrück","clothes","Shirt",176.99,77,"male","uncle"
"1133","19",2017-02-11 10:17:41,19,"male",60500,"store","no","Osnabrück","tickets","Other tickets",177.99,18,"female","girlfriend"
"1134","918",2017-02-12 17:18:23,52,"female",57000,"store","yes","Düsseldorf","toys","Lego",177.99,31,"male","nephew"
"1135","543",2017-02-19 18:41:15,40,"female",52500,"online","yes","Osnabrück","clothes","Shirt",177.99,59,"male","father"
"1136","977",2017-02-19 16:40:45,54,"female",50500,"store","no","Münster","toys","Lego",177.99,47,"male","brother"
"1137","815",2017-02-22 20:00:27,49,"male",51500,"online","yes","Gelsenkirchen","tickets","Festival",177.99,34,"female","cousin"
"1138","344",2017-05-16 20:33:06,34,"male",41500,"online","yes","Düsseldorf","clothes","Jeans",177.99,52,"male","other"
"1139","9",2017-06-13 20:54:51,19,"female",34000,"online","yes","Münster","toys","Computer and Console game",177.99,31,"female","friend"
"1140","250",2017-06-25 10:15:44,30,"male",47500,"online","no","Bielefeld","toys","Computer and Console game",177.99,15,"female","cousin"
"1141","181",2017-07-18 19:46:59,27,"female",44000,"online","no","Köln","toys","Computer and Console game",177.99,48,"female","mother"
"1142","871",2017-07-19 14:56:30,51,"female",41500,"store","no","Münster","toys","Barbie",177.99,18,"female","daughter"
"1143","926",2017-11-12 10:15:46,52,"female",69000,"online","no","Düsseldorf","toys","Lego",177.99,60,"female","sister"
"1144","933",2017-11-13 15:24:33,53,"male",42000,"store","yes","Münster","toys","Other toys",177.99,25,"male","son"
"1145","244",2017-12-09 08:36:25,30,"female",39500,"store","yes","Münster","clothes","Other clothes",177.99,10,"female","daughter"
"1146","241",2017-12-21 18:33:39,30,"female",36000,"store","no","Münster","clothes","Shirt",177.99,43,"female","cousin"
"1147","48",2017-02-16 09:00:34,21,"female",39000,"store","yes","Osnabrück","clothes","Socks",178.99,25,"female","sister"
"1148","614",2017-03-22 05:34:13,42,"male",65000,"online","no","Düsseldorf","toys","Computer and Console game",178.99,53,"female","sister"
"1149","153",2017-05-20 12:34:45,26,"male",38500,"online","no","Hannover","toys","Other toys",178.99,58,"female","mother"
"1150","408",2017-10-17 15:45:57,36,"male",40000,"store","yes","Münster","toys","Lego",178.99,22,"female","friend"
"1151","1263",2017-11-30 03:25:32,64,"female",53000,"online","yes","Gelsenkirchen","tickets","Concert",178.99,42,"male","son"
"1152","1060",2017-12-14 07:33:32,57,"male",46500,"online","yes","Düsseldorf","toys","Computer and Console game",178.99,26,"other","undefined"
"1153","904",2017-12-19 12:00:36,52,"female",39500,"store","yes","Münster","toys","Board game",178.99,69,"male","friend"
"1154","1189",2017-02-22 04:32:43,61,"female",57000,"online","no","Münster","toys","Board game",179.99,45,"female","friend"
"1155","667",2017-03-13 00:52:12,44,"male",49000,"online","no","Münster","toys","Board game",179.99,51,"male","brother"
"1156","1514",2017-05-24 07:07:36,81,"female",71000,"online","no","Münster","toys","Barbie",179.99,53,"female","friend"
"1157","1329",2017-07-16 20:32:04,67,"female",63500,"online","yes","Münster","tickets","Other tickets",179.99,12,"female","friend"
"1158","561",2017-08-19 14:28:47,41,"male",41000,"store","yes","Münster","toys","Lego",179.99,42,"male","brother"
"1159","1439",2017-10-10 10:08:08,74,"female",494000,"store","no","Hannover","toys","Computer and Console game",179.99,22,"male","nephew"
"1160","507",2017-11-21 15:43:27,39,"male",52000,"store","yes","Düsseldorf","tickets","Comedy",179.99,36,"female","girlfriend"
"1161","977",2017-02-19 14:34:51,54,"female",50500,"store","yes","Münster","toys","Lego",180.99,28,"male","son"
"1162","713",2017-04-19 09:29:59,46,"male",41500,"store","yes","Düsseldorf","toys","Computer and Console game",180.99,21,"female","daughter"
"1163","98",2017-05-14 21:30:05,24,"male",32500,"online","no","Münster","other","Other articles",180.99,41,"female","friend"
"1164","1224",2017-06-14 20:46:24,62,"female",60500,"online","no","Dortmund","tickets","Comedy",180.99,55,"male","friend"
"1165","1211",2017-10-18 10:42:59,62,"female",50000,"store","no","Osnabrück","toys","Lego",180.99,42,"female","friend"
"1166","83",2017-11-07 15:31:50,23,"female",37500,"store","yes","Düsseldorf","tickets","Other tickets",180.99,6,"female","friend"
"1167","731",2017-11-18 13:48:54,46,"female",62000,"store","no","Hannover","tickets","Festival",180.99,14,"male","son"
"1168","1358",2017-11-28 11:50:40,69,"male",46000,"store","no","Münster","tickets","Concert",180.99,57,"female","cousin"
"1169","265",2017-12-12 19:38:50,31,"male",36500,"store","no","Osnabrück","tickets","Festival",180.99,39,"male","brother"
"1170","852",2017-12-14 15:06:27,50,"female",60500,"store","no","Düsseldorf","sporting goods","Trikot",180.99,44,"male","brother"
"1171","952",2017-01-12 05:40:46,53,"female",59500,"online","no","Gelsenkirchen","sporting goods","Trikot",181.99,28,"female","daughter"
"1172","944",2017-02-14 16:11:59,53,"male",53000,"store","no","Münster","toys","Lego",181.99,56,"female","sister"
"1173","1023",2017-05-11 23:44:06,55,"female",70500,"online","no","Gelsenkirchen","other","Other articles",181.99,67,"female","cousin"
"1174","1115",2017-05-14 13:00:22,59,"female",38000,"online","no","Dortmund","toys","Other toys",181.99,56,"female","girlfriend"
"1175","160",2017-11-15 05:19:37,26,"female",46000,"online","yes","Münster","tickets","Festival",181.99,34,"female","sister"
"1176","1164",2017-12-16 17:48:36,60,"female",59500,"store","yes","Hannover","toys","Barbie",181.99,40,"female","daughter"
"1177","1358",2017-05-12 13:02:35,69,"male",46000,"online","yes","Paderborn","tickets","Comedy",182.99,41,"other","undefined"
"1178","964",2017-07-19 23:02:16,54,"female",345000,"online","yes","Hannover","toys","Computer and Console game",182.99,36,"female","other"
"1179","1547",2017-04-23 04:47:29,87,"male",76500,"online","yes","Münster","tickets","Festival",183.99,52,"female","daughter"
"1180","1044",2017-05-17 22:53:01,56,"female",59500,"online","no","Köln","toys","Barbie",183.99,22,"male","friend"
"1181","64",2017-08-12 13:16:03,22,"male",42000,"online","yes","Münster","toys","Lego",183.99,75,"female","mother"
"1182","1583",2017-11-15 09:17:38,101,"other",112500,"online","yes","Düsseldorf","toys","Lego",183.99,33,"male","undefined"
"1183","893",2017-12-17 10:08:51,51,"female",61000,"store","no","Osnabrück","toys","Lego",183.99,54,"male","boyfriend"
"1184","108",2017-02-16 06:41:47,24,"female",43000,"online","no","Düsseldorf","tickets","Festival",184.99,84,"female","aunt"
"1185","1351",2017-02-17 14:16:55,68,"male",73000,"online","no","Gelsenkirchen","tickets","Comedy",184.99,49,"female","daughter"
"1186","1214",2017-05-19 03:43:35,62,"male",51500,"online","yes","Essen","toys","Lego",184.99,34,"male","nephew"
"1187","808",2017-06-13 08:20:34,49,"male",44500,"online","yes","Münster","sporting goods","Other sporting goods",184.99,50,"female","sister"
"1188","563",2017-12-13 19:27:23,41,"female",42500,"store","yes","Osnabrück","tickets","Opera",184.99,34,"female","cousin"
"1189","631",2017-12-16 03:56:13,43,"female",45500,"online","no","Dortmund","tickets","Festival",184.99,6,"female","friend"
"1190","659",2017-12-18 11:16:04,44,"female",40500,"store","no","Hannover","toys","Lego",184.99,63,"male","friend"
"1191","1074",2017-02-16 18:36:57,57,"female",60500,"online","no","Paderborn","sporting goods","Trikot",185.99,37,"male","son"
"1192","1323",2017-02-16 17:51:42,67,"male",54500,"store","yes","Münster","tickets","Comedy",185.99,57,"male","friend"
"1193","244",2017-07-15 22:02:08,30,"female",39500,"online","yes","Münster","toys","Board game",185.99,40,"female","friend"
"1194","958",2017-12-23 10:40:25,53,"female",66000,"store","no","Münster","toys","Barbie",185.99,50,"female","sister"
"1195","161",2017-02-10 04:40:56,26,"male",47000,"online","yes","Köln","toys","Barbie",186.99,40,"female","cousin"
"1196","1157",2017-02-24 09:20:52,60,"female",54000,"online","no","Bielefeld","tickets","Other tickets",186.99,83,"male","father"
"1197","381",2017-04-23 03:49:24,35,"female",44000,"online","yes","Münster","sporting goods","Trikot",186.99,54,"male","uncle"
"1198","1287",2017-09-14 07:12:43,65,"male",67500,"online","yes","Dortmund","toys","Lego",186.99,51,"other","undefined"
"1199","943",2017-11-12 15:26:54,53,"female",52500,"store","no","Hannover","toys","Board game",186.99,54,"female","friend"
"1200","1193",2017-02-14 23:59:50,61,"female",62000,"online","no","Dortmund","tickets","Comedy",187.99,43,"male","other"
"1201","175",2017-05-11 22:38:59,27,"male",37000,"online","yes","Münster","tickets","Concert",187.99,42,"male","cousin"
"1202","289",2017-05-27 07:15:36,32,"male",36500,"online","yes","Bielefeld","tickets","Concert",187.99,37,"male","friend"
"1203","573",2017-11-20 12:04:14,41,"female",51500,"store","no","Hannover","toys","Lego",187.99,55,"female","cousin"
"1204","768",2017-11-23 06:58:17,47,"female",68000,"online","no","Hannover","tickets","Concert",187.99,28,"male","son"
"1205","509",2017-12-10 17:17:38,39,"male",53500,"store","no","Münster","tickets","Concert",187.99,44,"male","brother"
"1206","770",2017-12-16 13:44:20,47,"female",69000,"store","yes","Düsseldorf","tickets","Other tickets",187.99,44,"female","sister"
"1207","625",2017-01-20 06:53:21,43,"female",41000,"online","yes","Gelsenkirchen","tickets","Comedy",188.99,54,"male","friend"
"1208","405",2017-06-16 09:20:33,36,"male",36000,"store","no","Münster","toys","Computer and Console game",188.99,90,"male","father"
"1209","1511",2017-09-19 19:43:10,81,"female",60500,"online","no","Osnabrück","tickets","Concert",188.99,52,"female","daughter"
"1210","1282",2017-11-10 15:21:36,65,"male",56000,"online","yes","Gelsenkirchen","toys","Lego",188.99,28,"female","daughter"
"1211","1270",2017-12-15 17:43:50,64,"male",66500,"store","yes","Düsseldorf","tickets","Opera",188.99,41,"female","daughter"
"1212","674",2017-02-15 01:21:16,44,"male",54500,"online","no","Bielefeld","tickets","Comedy",189.99,61,"male","cousin"
"1213","1417",2017-02-21 20:25:41,72,"male",65500,"online","no","Köln","toys","Lego",189.99,41,"male","nephew"
"1214","374",2017-11-09 18:31:13,267,"other",39000,"store","yes","Osnabrück","sporting goods","Stick",189.99,98,"female","undefined"
"1215","646",2017-11-12 10:25:20,43,"male",57000,"store","yes","Hannover","toys","Computer and Console game",189.99,46,"male","friend"
"1216","106",2017-11-14 15:22:15,24,"male",41000,"store","yes","Münster","tickets","Comedy",189.99,26,"male","friend"
"1217","734",2017-02-11 17:18:34,46,"female",65000,"store","yes","Osnabrück","toys","Lego",190.99,78,"other","undefined"
"1218","1513",2017-03-20 08:42:46,81,"male",69500,"online","no","Düsseldorf","tickets","Comedy",190.99,35,"female","friend"
"1219","845",2017-09-13 11:01:35,50,"female",53000,"store","yes","Osnabrück","toys","Computer and Console game",190.99,16,"other","undefined"
"1220","441",2017-12-10 14:43:15,37,"male",45500,"store","no","Münster","tickets","Opera",190.99,68,"female","aunt"
"1221","1466",2017-01-14 14:43:06,76,"female",59000,"online","yes","Münster","tickets","Concert",191.99,42,"female","daughter"
"1222","1478",2017-01-31 14:00:06,77,"female",50500,"store","no","Hannover","tickets","Comedy",191.99,47,"male","friend"
"1223","153",2017-02-18 17:01:55,26,"male",38500,"store","yes","Düsseldorf","tickets","Comedy",191.99,79,"female","aunt"
"1224","1306",2017-02-21 21:17:10,66,"male",60500,"online","yes","Münster","toys","Lego",191.99,68,"female","girlfriend"
"1225","438",2017-05-25 05:21:20,37,"female",42000,"online","yes","Münster","sporting goods","Shorts",191.99,47,"male","cousin"
"1226","1570",2017-10-08 23:47:31,94,"male",56500,"online","yes","Dortmund","sporting goods","Shorts",191.99,53,"male","friend"
"1227","606",2017-12-18 14:41:56,42,"male",50000,"store","yes","Düsseldorf","sporting goods","Ball",191.99,49,"female","friend"
"1228","1373",2017-12-20 12:08:12,69,"male",81000,"store","yes","Düsseldorf","tickets","Other tickets",191.99,9,"female","daughter"
"1229","491",2017-09-22 13:06:49,39,"female",31000,"online","yes","Hannover","tickets","Football",192.99,21,"female","other"
"1230","712",2017-10-19 06:56:35,46,"female",40500,"online","no","Essen","tickets","Comedy",192.99,22,"female","niece"
