"XCoord","YCoord","YearBuilt","Floors","PlotArea","PlotFront","PlotDepth","BuildingArea","ResidentialArea","CommercialArea","OfficeArea","IndustrialArea","LandValue","TotalValue","HeatingCost"
"302",21789.3956996079,25356.7309062928,1974,2,495,15,33,297,297,0,0,0,79238.5743460036,523747.987858392,6038.14434599925
"303",26315.4026280163,25072.6607849356,1982,3,504,24,21,1360,1360,0,0,0,78523.5076163895,2027544.71490523,26192.8768136374
"306",27544.1985049597,24893.6571024824,1979,2,510,17,30,917,917,0,0,0,100076.064063585,1581434.12533615,18430.7361254371
"307",26625.3920931295,26821.2351396214,1981,1,512,16,32,305,305,0,0,0,78044.2441999912,610470.18738027,6089.24192280728
"309",23272.5008635547,25085.7697392348,1980,2,510,15,34,306,306,0,0,0,85189.5600641146,635713.402301632,6252.03981879487
"312",26189.9461835756,25544.8998778593,1975,3,480,15,32,432,432,0,0,0,79053.4035321325,826806.694606505,8558.76554371646
"319",25593.6859708712,26847.2088435665,1975,2,510,17,30,314,314,0,0,0,81434.0934853535,585722.770711733,6168.92696028659
"320",22585.9172693404,24888.0119381938,1976,3,448,14,32,867,867,0,0,0,84156.1226069927,1590945.60571723,16791.0222068981
"329",24721.7595754538,26278.7490666378,1981,3,444,12,37,399,399,0,0,0,85787.6076741144,686791.317588883,7294.03492549595
"332",22272.2345770177,24594.7129027918,1977,2,494,13,38,296,296,0,0,0,81473.7604142865,594176.643309998,5511.0043309917
"334",25737.5412305019,26282.2508134414,1973,1,468,12,39,317,317,0,0,0,87611.598946061,588601.410483872,6505.58478986595
"336",26191.3557731225,24444.2071449012,1982,3,450,18,25,639,639,0,0,0,83364.5097358385,943057.568079501,13183.8919467008
"342",25825.1467063403,26156.9719039835,1973,2,528,16,33,628,628,0,0,0,99420.5211617053,971600.536102895,12975.3100979242
"343",23984.7291530294,26326.0847053025,1981,2,448,16,28,605,605,0,0,0,74280.5194653571,994057.065603288,12266.2759217171
"345",23084.6736190257,25900.2105135005,1966,2,486,18,27,291,291,0,0,0,94865.2531303698,478086.695528298,5929.75475098725
"346",22734.2103424594,24927.7846820187,1979,3,456,12,38,410,0,410,0,0,71075.0997514464,664370.25518876,7803.78832000188
"349",26729.7196408592,25634.0501485392,1979,3,435,15,29,1174,1174,0,0,0,83665.3904853738,1752622.10203266,22029.5955179127
"350",23890.2690223832,25693.3749262244,1978,1,520,13,40,156,156,0,0,0,89772.702563554,311676.992583741,3023.4016503768
"352",23741.8032863323,24202.0097023342,1983,2,476,14,34,602,602,0,0,0,73414.7977916989,924718.539626501,11974.3935211337
"353",28483.3527471718,24030.3691208828,1979,2,455,13,35,819,819,0,0,0,85708.0939641455,1474973.84330216,16971.8977999567
"356",25192.817904174,26791.129917372,1974,2,540,15,36,820,820,0,0,0,101532.158133108,1224808.22576489,16584.3001530868
"358",25536.6908529052,26766.0002291668,1977,1,494,13,38,444,444,0,0,0,77729.598593316,722544.230472413,8731.42147913075
"360",25806.0628929046,26340.404194314,1972,1,475,25,19,257,257,0,0,0,78708.022509818,479357.555429917,5197.94949779122
"363",23633.8570348351,25514.51971801,1989,3,518,14,37,1398,1398,0,0,0,86613.1371478783,2287172.40448529,27007.0510388643
"364",23371.8135176833,24898.2577628922,1972,2,480,12,40,770,770,0,0,0,79827.883394435,1156408.00015733,15875.7474823383
"366",22976.3947528749,26518.1283261627,1976,1,468,12,39,149,149,0,0,0,77875.5509477109,328141.273786477,3066.87857730304
"367",23121.0390015548,24241.1529324017,1988,2,504,14,36,302,302,0,0,0,83865.3628067113,614087.238568463,5691.68959398151
"371",23068.6943038686,24813.50377528,1979,3,513,27,19,461,461,0,0,0,83235.6633256422,732808.141921647,8723.99050783158
"372",26081.9037811723,26312.1587871574,1976,2,468,13,36,823,823,0,0,0,78034.1716079973,1468517.04980247,17047.2880322775
"374",25226.8602030786,26778.1657227315,1982,3,460,20,23,917,917,0,0,0,81973.0640007183,1669602.16827325,18783.2237057536
"375",27923.7885810292,24953.1384701841,1977,2,480,12,40,288,288,0,0,0,90686.6269782186,537266.33169651,5653.75289191994
"376",26706.2956087304,24997.3461634945,1979,1,450,15,30,310,310,0,0,0,74812.3216477688,595079.261944164,6168.55261810644
"381",22774.2958649107,26173.0833405163,1978,1,504,14,36,151,0,151,0,0,97608.8829327375,359735.198409623,3100.37247131921
"383",23383.1699889694,26501.4113564976,1982,3,448,16,28,624,624,0,0,0,82893.0945597589,967170.031323843,11995.0461335757
"384",26179.7198887372,25807.4681991711,1971,2,494,13,38,296,296,0,0,0,94699.4284973014,548675.613225112,6206.89899347454
"388",24558.6938644955,26828.2497727778,1977,2,442,13,34,265,265,0,0,0,70005.7786158519,430105.565165367,5166.3207392344
"391",23440.0479020519,25564.434902044,1987,1,455,13,35,352,352,0,0,0,72890.9295810154,637508.465625881,7381.41980627998
"392",27730.964797813,26650.9552826174,1976,2,500,20,25,900,900,0,0,0,95198.8255023025,1707961.71352966,17991.7667111786
"393",23290.9973436427,25091.8661886826,1969,3,532,14,38,1339,1339,0,0,0,94761.8522246834,1941034.19339793,26514.1635358797
"395",22922.5306242802,26607.7737773303,1981,2,494,13,38,786,786,0,0,0,90567.0346985105,1516682.19586662,15783.7893255284
"398",26426.7593377136,24270.6387892831,1967,3,507,13,39,1149,1149,0,0,0,86323.8315166323,2120904.48135857,23302.3541809625
"402",23982.7303552151,26843.9391239081,1984,1,468,13,36,421,421,0,0,0,74599.9128438067,662002.583421685,7958.7141554139
"403",24562.2884901442,26907.9580858815,1976,2,490,14,35,882,882,0,0,0,91960.0489778677,1509254.88506122,17854.6853682107
"404",23690.0840283812,24903.9770644158,1978,2,513,19,27,344,344,0,0,0,77467.0616596355,638296.697582712,7206.48799426887
"407",24900.6923235075,26811.3002758473,1979,2,558,18,31,985,985,0,0,0,103821.161451191,1825204.82697433,18869.5205304423
"413",25264.459366836,26328.3492831979,1979,1,408,12,34,122,122,0,0,0,77054.6068495139,287674.255938642,2469.89225123255
"416",26260.0642763308,26479.9747299403,1979,3,440,20,22,396,396,0,0,0,79776.589602232,757981.843584869,7708.78045065892
"418",23347.6985639265,25761.5610784851,1989,3,558,18,31,502,502,0,0,0,102957.471256214,1004457.90015268,9282.08675749012
"419",23753.1836809907,25566.726045683,1977,1,462,22,21,221,221,0,0,0,78243.068174785,437287.857005885,4447.11690955136
"420",26381.0071484228,24761.825443944,1977,2,448,16,28,806,806,0,0,0,76472.580588609,1271769.34299518,16669.4752291196
"424",26527.3387182711,26619.8179994244,1976,2,455,13,35,273,0,0,273,0,78097.0434794435,478676.298731333,5288.08591758033
"426",23068.2501509406,26240.804387955,1970,3,528,22,24,475,475,0,0,0,100264.538323693,725234.385796951,9754.69981448987
"427",23708.7877726589,25698.0163527187,1983,2,532,14,38,957,957,0,0,0,98586.3001111895,1600109.30712265,19118.5681790636
"428",27065.5082213658,24355.086194817,1973,2,420,12,35,583,583,0,0,0,81518.8712056261,1043740.25452574,11847.4708081823
"431",23994.47718395,26851.8137326464,1974,3,494,13,38,1333,1333,0,0,0,82233.5480738897,1987357.95128057,27225.7604032396
"434",26992.5147278192,25417.7494989708,1978,2,481,13,37,779,779,0,0,0,90180.1822488196,1395265.35684452,15319.6180213361
"440",26317.868312934,26034.2188726645,1984,1,490,14,35,332,332,0,0,0,94123.9607580937,686329.164818674,6701.57188563093
"441",23570.0155139635,24431.9359939545,1975,3,462,14,33,1247,1247,0,0,0,69500.1221591374,2007900.8671359,25777.3436753145
"444",25136.8051641757,26475.8882804308,1981,3,525,21,25,1001,1001,0,0,0,101695.970669389,1825979.92466916,19663.9521630527
"445",23552.5621203933,26905.8275269344,1986,2,468,18,26,280,0,280,0,0,85165.1125566568,505426.582736196,5393.10642084117
"447",24856.3505087251,26659.1001574416,1971,3,490,14,35,1323,1323,0,0,0,89619.1930740606,2159946.41921252,27342.4501396535
"453",25744.5908017879,26761.3631444983,1983,2,460,23,20,828,828,0,0,0,87620.0737683102,1318294.45599383,16761.2217147063
"454",27205.2322802515,24905.3206485696,1981,3,495,15,33,445,445,0,0,0,85761.3235491444,718339.622448548,9410.5855773975
"455",26484.6884857768,24632.2730134707,1971,2,481,13,37,534,0,534,0,0,81581.4066594467,927785.999122309,10154.647813703
"457",24943.5739391071,26389.6256375592,1978,1,486,18,27,261,261,0,0,0,95840.4268429382,554677.266054496,5181.02178963687
"458",27294.0552390661,25056.492327014,1970,2,546,13,42,606,606,0,0,0,90490.0136624929,951080.849983497,12498.439854975
"459",26681.236540711,26830.558340298,1973,2,494,19,26,818,818,0,0,0,88922.1091453219,1471539.54204498,17435.5348758918
"464",23055.0216708235,25211.5230476484,1986,2,494,19,26,889,889,0,0,0,74181.7399959778,1519047.52677568,17478.7037299705
"465",23514.4030409786,25220.293138409,1981,2,589,19,31,485,0,485,0,0,89266.5280741872,820979.196932656,9590.53190780513
"467",26621.4236127455,25480.9497082606,1985,2,480,16,30,864,864,0,0,0,77491.940561682,1595089.48811218,16773.5219877488
"468",25971.3087400697,26449.9402802903,1971,3,527,17,31,474,474,0,0,0,96510.5272322893,952106.870302372,9552.09834627597
"470",22728.9144077959,24741.0691324621,1977,3,480,12,40,685,685,0,0,0,81705.3552344441,1017183.60762927,13134.9083465876
"472",25590.7016564994,26632.6810524333,1982,3,396,12,33,356,356,0,0,0,68311.3961425144,686030.335312244,6925.64756751369
"473",26682.4271883664,24149.8781125993,1982,1,462,11,42,415,415,0,0,0,84006.7786804866,643504.45480668,8860.50463502802
"481",23180.656245545,24312.8367487807,1984,1,504,21,24,453,453,0,0,0,78241.0819957964,750156.050760916,8712.55082610969
"482",26927.1113773876,24017.4739141949,1979,3,495,15,33,445,445,0,0,0,82529.3233183329,841843.086472945,9317.73622960586
"486",26366.5337993459,25704.0396798402,1981,1,465,15,31,149,149,0,0,0,88641.1935710348,329267.692303844,2933.59532035123
"488",22368.7232049738,25283.1984276418,1974,2,510,15,34,918,0,0,0,918,87147.9940525023,1330718.52220595,19519.6769748179
"489",24415.4452069859,26361.9071342982,1978,1,462,22,21,138,138,0,0,0,71309.5957574202,297281.769410754,2719.77594512369
"492",22744.324157092,24381.2765982002,1974,2,435,15,29,261,261,0,0,0,71562.7572209341,456577.634016098,5495.17513482813
"493",22696.4549350007,24217.1809736174,1972,3,546,13,42,922,922,0,0,0,91469.68071952,1427694.76839262,18526.6319234919
"496",24680.9111286601,26828.5903993528,1971,1,555,15,37,322,322,0,0,0,98035.0078011397,653231.669212086,6325.0564164332
"498",26940.0640986742,26344.038739102,1980,2,527,17,31,948,948,0,0,0,90250.1954830484,1386148.07970917,19797.660822174
"500",23258.1379491509,24063.8927046675,1980,2,481,13,37,288,288,0,0,0,83426.2865647674,536305.843339115,5705.96306031319
"501",21452.681796252,24638.3001822978,1990,1,455,13,35,182,182,0,0,0,70763.5506381048,318389.403323806,3524.40001320306
"502",25752.7951089734,26989.1181557905,1973,1,483,23,21,249,249,0,0,0,74061.5709817386,497462.791014835,4756.58821501496
"504",25326.9365304225,26349.3789997883,1981,2,464,16,29,611,611,0,0,0,76666.8882222846,971688.153907505,12748.3000931815
"505",24120.3806951536,26061.0427292995,1982,2,476,17,28,601,601,0,0,0,89190.1386153884,1008264.80653859,11318.0763360449
"507",23206.7291024114,26759.1397559736,1976,2,494,19,26,296,296,0,0,0,82469.77040153,619794.498063251,5861.24182914713
"508",26045.3273079647,25926.933002891,1981,2,528,22,24,719,719,0,0,0,101558.365104161,1059990.43521973,13883.8629002544
"509",23587.6354467027,25480.0999383442,1974,1,462,21,22,138,138,0,0,0,76272.7262692759,268395.596722746,2850.03193660462
"510",26317.1724422511,25145.0201261323,1982,2,462,14,33,277,0,277,0,0,91796.0639564786,580716.495957458,5307.96041288599
"513",23757.1950560228,26563.4814219084,1982,3,513,19,27,1385,1385,0,0,0,93154.9047306762,2108526.61204501,30110.6277640651
"514",25622.1894024839,26988.4098325856,1979,1,504,14,36,245,245,0,0,0,81726.8364326097,423566.027716,4971.24778303659
"515",26389.5353015997,25517.3925238196,1984,2,480,12,40,695,695,0,0,0,95356.3037607819,1281019.34711769,13863.0550919901
"518",26964.5550945978,25137.7905614208,1984,3,507,13,39,456,456,0,0,0,92357.6276517939,703070.45971225,9083.16953169884
"520",26592.4665000113,26371.1424493231,1975,2,434,14,31,260,260,0,0,0,82690.286600613,460056.756337057,5316.29555778568
"521",24068.8395561186,24040.0852784514,1981,1,450,15,30,405,405,0,0,0,86739.0431812964,728163.595707156,7951.40954354763
"524",27962.0263899272,25557.8462400008,1979,2,516,12,43,312,312,0,0,0,91669.4600048941,651818.083354505,6450.26221626212
"526",23210.4931567881,25898.3466017526,1983,3,462,22,21,1247,1247,0,0,0,88069.7383325547,1954102.21799638,24697.952619941
"528",24324.4199299786,26916.330215754,1984,1,546,13,42,163,163,0,0,0,90318.9729721751,319236.104951799,3160.83772172493
"529",26475.8765260522,26275.2815214917,1977,2,468,13,36,280,280,0,0,0,70549.0896223113,557813.969223388,5649.3275983399
"532",26319.2263518608,25391.7078080121,1982,2,465,15,31,504,504,0,0,0,88364.6412249072,907074.375528318,9973.42789390987
"533",23813.6670817501,24256.3627338968,1978,3,441,21,21,1190,1190,0,0,0,70250.2032977762,2092294.54151571,24369.8303522239
"537",26757.3286225313,24150.2819422167,1982,1,525,21,25,466,466,0,0,0,84857.5770013849,785198.812730715,9230.88895299071
"540",26343.3720980254,25551.8049064558,1984,1,464,16,29,139,139,0,0,0,91974.6860552579,283757.927386207,2746.11129715661
"542",23922.2940651794,25919.034128543,1979,1,555,15,37,326,326,0,0,0,88780.2716466249,564194.706484105,6475.85742369619
"544",25760.3907300039,26781.8971476518,1978,2,528,24,22,316,316,0,0,0,79530.054698512,535108.139391709,6225.26491455218
"545",26185.0215918478,24288.1317492574,1971,1,490,14,35,441,441,0,0,0,95147.6501590805,871423.145908501,8926.7405499296
"549",27133.4893360791,25805.9670387302,1977,2,450,18,25,270,0,270,0,0,84021.91472298,487531.60431236,5387.49538484391
"550",23907.2159299998,26881.7311171442,1981,2,494,13,38,476,476,0,0,0,98157.4978048215,866941.743711545,9362.44948349396
"551",26213.5419787032,25645.0233785436,1982,1,588,21,28,455,455,0,0,0,110475.736787589,793108.270594024,9100.29749260483
"553",27273.7251953384,24739.3907555379,1978,2,540,15,36,477,477,0,0,0,91211.7426081095,746874.696007662,9415.04758921139
"554",21586.4209549187,26690.546781756,1978,3,510,15,34,459,459,0,0,0,84777.4425441166,860033.663589286,9370.63796143985
"556",24119.9746471653,26890.0917547289,1968,3,483,21,23,1304,1304,0,0,0,88503.8728863699,1827318.86091128,26566.0473117508
"563",23899.1390798913,26346.4537281543,1976,3,480,16,30,604,604,0,0,0,89021.6064210981,1121783.82657473,12241.2398923274
"564",22938.1237239248,25142.8207329009,1977,2,473,11,43,283,283,0,0,0,88550.7140597445,551405.242560199,5603.36468182122
"565",24033.3995326104,26972.2928625997,1971,2,513,19,27,804,804,0,0,0,99930.3638569429,1165608.07341904,16272.5137354583
"568",22628.2801513546,25654.0904156864,1974,2,520,13,40,389,389,0,0,0,90748.0703159235,754327.822034562,7743.74566232026
"569",25144.9297066079,26353.1397900078,1987,2,484,22,22,871,871,0,0,0,86200.6217381917,1631191.76951582,16307.6386287278
"573",25755.0177226271,26406.0543940868,1973,1,481,13,37,144,144,0,0,0,77717.6388294436,341156.206562091,2982.75547222077
"574",24141.575354851,26673.8513731398,1982,2,544,16,34,979,979,0,0,0,103738.795766234,1601060.63354108,19531.1510531096
"576",26079.2584699538,25757.5768812094,1979,3,525,15,35,1347,1347,0,0,0,94962.7371079987,1902441.08522243,26302.3528683187
"577",22387.819914531,26222.29734133,1982,2,459,17,27,563,563,0,0,0,91550.0872220029,977568.05428043,11156.7173782708
"578",21316.1388853526,24996.3277133647,1977,2,468,13,36,280,280,0,0,0,91112.1605650987,484378.443631576,5784.626834972
"579",23110.2568302295,25406.5044207964,1978,3,550,25,22,748,748,0,0,0,91830.0670117605,1373319.74859308,15237.6857051619
"580",23699.7308045436,26973.0480741709,1975,1,456,19,24,136,136,0,0,0,87310.0344892591,285670.720390975,2831.21344405246
"583",23773.1739242454,25651.1095140595,1981,2,559,13,43,665,665,0,0,0,96779.3121388182,1191794.54237039,13221.4339680103
"585",24859.2500940507,26792.3043163028,1977,2,532,14,38,319,319,0,0,0,99139.4677353557,632254.64417903,6385.96581123989
"586",26372.8878387082,25557.2218992747,1975,3,495,15,33,445,445,0,0,0,96744.6748045622,776576.350877876,8480.41303385532
"587",23197.220093225,25030.4863003548,1982,3,492,12,41,1328,1328,0,0,0,80548.8635005429,2423807.58284722,27042.1941194766
"589",23930.0267894135,25853.8158810697,1982,1,468,18,26,140,140,0,0,0,77048.3597595245,319921.34249527,2895.86119371397
"590",25104.6243669305,26309.629753232,1972,2,527,17,31,363,0,363,0,0,82411.6336875129,608860.704190587,7918.00150952174
"591",25253.0993049795,26464.1515002586,1981,2,518,14,37,932,932,0,0,0,87075.9387204191,1395337.04883533,18852.5923735796
"594",23969.7375213268,26644.0074748825,1980,1,465,15,31,344,344,0,0,0,78111.572568363,596405.39370008,7054.18347076919
"595",23398.1764018648,24000.4071488511,1972,2,476,17,28,473,473,0,0,0,84523.1330396608,924119.51426717,9775.63567795911
"596",24128.7582022349,26289.4160156138,1975,1,455,13,35,409,409,0,0,0,80888.2592084701,790747.888617311,7983.76586739494
"598",23800.3583807073,26057.8105591703,1984,1,544,16,34,489,489,0,0,0,107975.511755049,965205.078514526,9316.67342030054
"599",24788.2461481705,26318.9718138892,1984,2,507,13,39,852,852,0,0,0,79114.8449357366,1467611.91706674,18090.133146156
"600",26491.84440469,26312.5903315376,1976,2,492,12,41,885,885,0,0,0,97139.0294913668,1437522.23567079,17801.0991609049
"601",24840.3116238239,26509.3582263216,1980,3,416,13,32,601,601,0,0,0,71306.2287610024,910719.414993946,12156.5295407331
"604",26110.3805126356,26128.7544581573,1989,1,504,14,36,176,176,0,0,0,85279.1781079955,329104.011711013,3494.66923320894
"607",23881.5662128836,24058.164609829,1980,1,525,25,21,157,0,157,0,0,104715.135697334,365901.692586998,3264.97419924205
"609",24011.7839877774,25885.1188730914,1975,3,464,16,29,1063,1063,0,0,0,79614.3150659278,1910368.89677941,21677.2892735517
"610",28129.4992603921,25004.9963949714,1981,1,510,17,30,153,0,153,0,0,90697.0893053804,366237.377580442,3267.12900328381
"611",24304.7537350618,26641.6863149498,1981,2,480,15,32,288,288,0,0,0,78055.0939254463,536250.164931267,5926.69264329084
"612",25292.8067443144,26826.5868297312,1973,2,465,15,31,837,837,0,0,0,91433.4077104577,1319576.75356125,16938.0108828462
"616",24665.3611312927,26655.0232088193,1983,1,493,17,29,147,147,0,0,0,74585.1530759246,317183.733483893,2886.13838195813
"624",23837.2830487291,25687.2134848963,1977,2,495,15,33,548,548,0,0,0,74735.2718221955,1037207.8981312,11235.9501299154
"625",26535.9233032305,26221.4313664008,1982,1,540,20,27,384,384,0,0,0,103009.683034848,695278.123469185,7519.04034311854
"632",25183.2953101165,26849.5461379644,1976,1,459,17,27,387,387,0,0,0,80598.0000339565,729794.616845157,7819.54675664205
"636",24821.4483173102,26804.4294391293,1973,2,506,22,23,910,910,0,0,0,87673.9436951699,1731780.13941939,17367.4468485489
"640",23961.7743422028,26453.2297924161,1981,3,520,13,40,468,468,0,0,0,91913.6574720033,738556.792053347,9326.35388741543
"641",24688.9084334559,26285.2208807599,1984,3,520,13,40,468,468,0,0,0,100378.733384423,760625.991105568,9294.72710749312
"642",23653.4972353204,26468.1764671113,1986,1,468,13,36,201,201,0,0,0,70889.7321398836,429347.976863093,3791.38427503378
"643",26797.5506766299,26812.2017062269,1970,3,480,12,40,791,791,0,0,0,72579.7888040543,1172470.00953758,16073.4796938272
"644",26576.620270292,24805.0871822052,1983,2,533,13,41,319,319,0,0,0,93175.6917448598,550078.825821122,6249.46093896682
"645",26262.9444683162,24248.1421586126,1985,2,480,15,32,288,288,0,0,0,83855.2976734936,606202.846931666,5946.99479629179
"650",24090.027010014,26565.3237628285,1980,2,476,14,34,856,856,0,0,0,87601.2071748264,1259279.31310749,16609.6395536995
"654",26005.7501844322,25882.0602782071,1980,1,456,12,38,215,215,0,0,0,68910.2038272657,396454.223877063,4035.01043476022
"655",25203.5245652186,26851.4441277366,1973,2,518,14,37,310,310,0,0,0,95561.0722509446,547786.684535909,6132.64925666828
"656",23632.8048259453,25879.1741912719,1976,1,544,16,34,359,359,0,0,0,98587.1699187905,701172.136557347,7426.86808533445
"657",25972.6206954453,24093.6615387909,1983,3,425,17,25,1147,1147,0,0,0,77291.9695315068,1945851.51977709,23438.6814936179
"659",24601.2202442432,26571.9887365121,1982,3,465,15,31,551,551,0,0,0,88914.1430491582,1059023.48052252,11087.6440232866
"660",23560.2273393762,24913.7679571286,1978,2,462,21,22,469,469,0,0,0,87528.3029478276,716827.903226938,8730.2323219785
"661",26557.997689894,26674.6902752202,1981,2,480,15,32,736,736,0,0,0,92557.0585448295,1244197.24933878,14115.2647182719
"663",25271.3186797431,26407.0264985785,1978,2,528,12,44,761,761,0,0,0,87467.0266052708,1347885.82598063,14851.23962751
"668",23901.9425405486,26910.5382857379,1979,1,529,23,23,158,158,0,0,0,80268.4005306568,323159.517432004,3129.91625462974
"671",26169.3590134837,25839.4707357511,1973,2,494,19,26,296,296,0,0,0,96928.657748783,541460.139630223,5647.43601260321
"672",23338.8266633885,24329.966230318,1983,2,495,15,33,297,297,0,0,0,83670.8151141065,558249.820958334,5669.59604204193
"674",27107.8776598469,26311.3926665392,1984,3,456,12,38,410,410,0,0,0,80599.8603595421,637599.664811837,7954.02472581826
"680",25412.9495539913,26377.3607031908,1987,1,440,22,20,160,160,0,0,0,69543.8270349987,340734.898070339,3180.41477332371
"686",25755.8523988149,26391.0549364518,1980,1,496,16,31,216,216,0,0,0,95520.4221274704,420936.600193381,4228.88401339667
"687",27892.9164088113,24915.7901701983,1978,2,513,19,27,751,751,0,0,0,99440.043884574,1446436.76533089,15507.4474917903
"690",23581.6421143196,24330.800231779,1983,2,462,11,42,277,277,0,0,0,82889.0162113588,565618.657845887,5491.37181517599
"691",25962.2393009822,26091.8306708336,1974,3,494,13,38,877,877,0,0,0,95592.9148071678,1404237.42218398,17897.6068992467
"692",27379.0680716154,24941.3944340777,1975,2,475,19,25,285,285,0,0,0,91469.4828583742,565124.835365801,5740.63081451347
"693",26889.225979948,26439.5400818903,1978,1,492,12,41,147,147,0,0,0,94378.7590642925,348920.867023116,2992.65039478068
"694",25314.1363909926,26530.2085666917,1974,2,493,17,29,720,720,0,0,0,97241.71336242,1345557.81606459,15251.1933507551
"696",25714.1347230025,26901.6587825026,1980,1,480,12,40,144,144,0,0,0,77271.7741783708,308214.666028507,2898.90260688038
"697",26202.4757398722,26274.3920430075,1980,3,420,15,28,378,378,0,0,0,79467.1655721031,683704.451257316,7954.05790082903
"698",26217.7554017866,24291.9030077755,1984,1,480,20,24,174,174,0,0,0,79689.0390571207,394313.448620145,3491.95913198701
"701",24004.81001345,26979.278457351,1977,1,546,14,39,163,163,0,0,0,87788.9473292045,356524.194727209,3279.06626382748
"702",22046.2743007951,25022.7797382977,1975,2,504,18,28,907,907,0,0,0,80692.4066112377,1423512.67998297,18442.0812047572
"703",24612.7626063203,26728.24421525,1983,1,480,24,20,144,144,0,0,0,89376.950668171,278700.698880292,2874.99240133668
"706",27113.036422366,24022.6522427984,1987,2,500,20,25,849,849,0,0,0,81900.2250093035,1253292.50351093,16752.5333321245
"710",25932.2384835955,26957.9603648745,1976,2,496,16,31,880,880,0,0,0,87256.9398647174,1385171.36175372,17845.3074161068
"714",24595.5140762546,26793.5748794116,1976,3,464,16,29,417,417,0,0,0,72411.452018097,703124.757664348,8458.66959681052
"716",24119.6297158737,26712.0411645155,1974,2,495,15,33,297,297,0,0,0,82746.6954932897,528035.922714346,5895.18530105355
"717",27319.8142295527,24379.9447529018,1983,3,532,14,38,554,554,0,0,0,91315.0704032276,991838.086758438,11451.3697942697
"718",23541.5228305275,26492.650170112,1977,3,512,16,32,460,460,0,0,0,86429.9046039581,755304.924570583,9337.22807686333
"719",23822.0363407332,25748.2898561284,1977,3,490,14,35,1323,1323,0,0,0,76441.2705727154,2269053.08085735,27272.2810455451
"722",24030.3529477629,26667.9618204944,1983,3,476,14,34,428,428,0,0,0,81671.8590991106,701232.85207469,8827.57638863541
"724",23625.7448291863,26636.4079636987,1975,3,522,18,29,1409,1409,0,0,0,92591.2754028104,2504099.10623136,28627.8157480662
"725",27691.6697806366,24005.756233586,1973,2,490,14,35,570,570,0,0,0,87110.7252903748,1119832.94812008,12734.6316475554
"726",27208.5988765649,25651.8195297103,1981,2,455,13,35,554,554,0,0,0,74542.553654348,1057258.70058864,10797.8305629827
"729",24567.845174624,26530.8974913787,1977,2,500,20,25,300,300,0,0,0,81767.7778482903,621820.908479858,5831.64100519805
"731",23532.8597048683,24807.2484279983,1968,1,518,14,37,466,466,0,0,0,93824.3307939032,940017.944030603,9443.0778334897
"732",26430.3209881944,24336.4675284829,1984,2,480,12,40,298,298,0,0,0,80021.9265930355,621294.395258185,6121.05866238305
"734",25405.9266596608,26807.9954800196,1976,3,462,14,33,415,415,0,0,0,81034.5743316226,776885.363299539,8218.99538924607
"735",25735.1980318328,26983.3515956998,1987,2,495,15,33,563,563,0,0,0,89709.4482049579,942316.743887844,11647.63141745
"736",23235.4505553083,25074.1323132534,1983,1,451,11,41,135,135,0,0,0,69036.3168220152,293892.15096822,2651.2875208696
"737",23495.8384393629,25317.6943254657,1984,1,442,17,26,132,132,0,0,0,82479.5747741126,265266.247613356,2592.7752986154
"740",24955.1901289808,26694.1502073314,1979,2,516,12,43,790,790,0,0,0,96467.6756526344,1486706.99934387,15325.1599590817
"742",26822.9640597109,25560.6669194531,1982,2,527,17,31,442,0,0,442,0,90250.1052359119,743912.081213202,8900.28823451587
"744",23410.3745996744,26787.261136109,1975,3,481,13,37,432,432,0,0,0,73376.7819339409,697641.928275116,9135.70423067722
"745",27624.5505988795,24235.318420222,1979,1,468,13,36,421,421,0,0,0,78087.3679494951,789321.652063855,8017.28670569875
"747",25399.0212836455,26709.9236289505,1971,2,490,14,35,294,294,0,0,0,89455.0148824928,594793.238972872,6313.0063503064
"748",26573.3656128152,26835.0638158154,1980,2,481,13,37,865,865,0,0,0,75932.2116319672,1562171.19307979,17340.8482042972
"749",26423.9566780452,25352.2672180552,1980,1,475,19,25,358,358,0,0,0,75550.4513779306,582900.300161203,7627.37781959337
"750",23218.1718672297,24194.2620088812,1975,1,492,12,41,147,147,0,0,0,83506.8567332346,327313.039990549,2821.17441116688
"752",25186.4788585658,26837.5709094107,1976,3,456,12,38,1231,1231,0,0,0,79960.7116766274,1853169.68371032,24960.9065622522
"753",26677.8966562031,26006.0618142597,1977,3,504,21,24,1360,1360,0,0,0,93667.1494178474,2559616.36894643,27143.950749357
"754",23994.5855079752,26703.0004835688,1981,3,520,13,40,615,615,0,0,0,91038.4944099933,1185139.34098522,12632.7551105918
"755",23423.4061917298,24392.7254572045,1982,3,462,22,21,818,818,0,0,0,77814.3958657281,1527730.9293136,16068.1935183819
"756",26910.0146524035,25419.5420010947,1982,3,518,14,37,781,781,0,0,0,82211.6428347072,1207742.01652844,14992.8885335825
"757",26213.096912855,24232.8951330855,1967,2,540,18,30,699,0,0,0,699,83905.2095864899,1279873.84962738,14566.0640164252
"761",23852.2897850845,26221.6745128389,1976,3,504,18,28,988,988,0,0,0,89876.19552752,1643400.68112952,19478.1165518119
"763",23429.2658541588,26331.6661119461,1974,3,492,12,41,442,442,0,0,0,97075.7139244583,733724.27175974,8356.74660272317
"764",21777.4648761266,26914.2963015474,1984,2,493,17,29,887,887,0,0,0,97718.023538636,1635220.79290156,16996.0620451691
